PDMS,,PDMS-90,,PDMS-0,,K1S-spin,,K1S-spin-90,,K1S-spin-0,,K1S-ff-3mms,,K1S-ff-3mms-90,,K1S-ff-3mms-0,,K1S-lf-3mms,,K1S-lf-3mms-90,,K1S-lf-3mms-0,,K1S-lf-3mms-2,,K1S-lf-3mms-2-90,,K1S-lf-3mms-2-0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
742,0.6623433828,742,1.53908515,742,0.8094556332,742,0.7872162461,742,1.658534884,742,0.9675708413,742,0.9575933218,742,1.847805023,742,1.078760862,742,0.8136258125,742,1.713128328,742,0.9646501541,742,0.8989222646,742,1.816211343,742,1.040160537,
741,0.6618813276,741,1.540575385,741,0.808999896,741,0.7869870663,741,1.659323573,741,0.9667431116,741,0.9568508863,741,1.848692656,741,1.07756424,741,0.8127934337,741,1.713817,741,0.963602066,741,0.8981462121,741,1.816632628,741,1.039046407,
740,0.6617398858,740,1.542104006,740,0.8085329533,740,0.7865386605,740,1.660330415,740,0.9660853744,740,0.9562310576,740,1.849295974,740,1.076797724,740,0.8120824099,740,1.713944316,740,0.9624868035,740,0.8975254893,740,1.816911221,740,1.037743211,
739,0.6618372798,739,1.542991996,739,0.8079325557,739,0.7861503363,739,1.661516666,739,0.9651992917,739,0.9555709362,739,1.850050092,739,1.075756073,739,0.8113615513,739,1.714474559,739,0.9614778161,739,0.8967103958,739,1.817314148,739,1.036832213,
738,0.6616973281,738,1.544493318,738,0.8073419929,738,0.7855845094,738,1.66272819,738,0.9642858505,738,0.9550080299,738,1.850607276,738,1.074596524,738,0.8105563521,738,1.715431333,738,0.9602307081,738,0.8957597613,738,1.817631841,738,1.035618901,
737,0.6613066792,737,1.54573071,737,0.8069284558,737,0.7853197455,737,1.663645864,737,0.9632402062,737,0.954346776,737,1.851337433,737,1.073627353,737,0.8094944954,737,1.715739608,737,0.9590243101,737,0.8950825334,737,1.817865252,737,1.034660816,
736,0.6614245772,736,1.547524929,736,0.8063502312,736,0.7848700881,736,1.664784193,736,0.9623248577,736,0.9535946846,736,1.85205698,736,1.07271564,736,0.8087545037,736,1.716428638,736,0.9578475356,736,0.8942385912,736,1.818725109,736,1.033509374,
735,0.6613268852,735,1.548515916,735,0.8055870533,735,0.7844191194,735,1.666248798,735,0.961599052,735,0.9527132511,735,1.85277617,735,1.071598649,735,0.8079461455,735,1.71695888,735,0.9566693306,735,0.8933352828,735,1.818936467,735,1.032115102,
734,0.6610991955,734,1.5502702,734,0.8051690459,734,0.7841151357,734,1.667278647,734,0.9606470466,734,0.9521067739,734,1.853596568,734,1.070652723,734,0.8070876598,734,1.717760444,734,0.9555615783,734,0.8928728104,734,1.81981194,734,1.031128526,
733,0.6610190272,733,1.551894307,733,0.8047145605,733,0.7837842107,733,1.668569446,733,0.9598769546,733,0.9516801834,733,1.854606867,733,1.069591045,733,0.8065751791,733,1.718444824,733,0.9544919133,733,0.8919691443,733,1.820098877,733,1.0299474,
732,0.6609607935,732,1.553319335,732,0.8041151166,732,0.7831915617,732,1.669860959,732,0.9588804245,732,0.9508052468,732,1.855306029,732,1.068479061,732,0.805678308,732,1.719048262,732,0.953230083,732,0.8911288977,732,1.821122527,732,1.028818727,
731,0.6608313322,731,1.555227518,731,0.803417325,731,0.7830750942,731,1.671601772,731,0.9579930305,731,0.9502322674,731,1.856518388,731,1.067421675,731,0.804710865,731,1.719869614,731,0.9519337416,731,0.8902503848,731,1.821689487,731,1.027433634,
730,0.6606798172,730,1.556775212,730,0.8031429052,730,0.7825494409,730,1.672762513,730,0.9570713639,730,0.9494888186,730,1.857789278,730,1.066353083,730,0.8038804531,730,1.721145988,730,0.9507073164,730,0.8896317482,730,1.822367549,730,1.026414156,
729,0.6605588198,729,1.558574677,729,0.8023039699,729,0.7820248604,729,1.674628019,729,0.9561781883,729,0.9487006068,729,1.85875845,729,1.065147638,729,0.8029901981,729,1.722068191,729,0.9495741725,729,0.8886886239,729,1.823282003,729,1.025305629,
728,0.6604861617,728,1.560487986,728,0.8017128706,728,0.7816384435,728,1.676188827,728,0.9550970793,728,0.9480067492,728,1.859386444,728,1.064135909,728,0.8021017909,728,1.723051667,728,0.9483164549,728,0.8879241943,728,1.824143529,728,1.024129272,
727,0.6601631045,727,1.562323213,727,0.8012120128,727,0.7813239694,727,1.677313328,727,0.9542376399,727,0.9474390745,727,1.860909462,727,1.063010454,727,0.8013558984,727,1.723762274,727,0.9471105337,727,0.887052536,727,1.825196505,727,1.022833347,
726,0.6602247953,726,1.564334631,726,0.8007203341,726,0.7808607817,726,1.679073095,726,0.9532604814,726,0.9468023181,726,1.86203599,726,1.062156677,726,0.8006959558,726,1.725264788,726,0.9458571672,726,0.8863213062,726,1.825929642,726,1.021688104,
725,0.6601846814,725,1.566345334,725,0.8000462651,725,0.7803261876,725,1.680865049,725,0.9522829652,725,0.9459186196,725,1.863170862,725,1.060915351,725,0.7998995185,725,1.726252675,725,0.9447577,725,0.8854406476,725,1.827285647,725,1.020436168,
724,0.660102129,724,1.568534851,724,0.7994783521,724,0.7800770998,724,1.682497501,724,0.9514122009,724,0.945464313,724,1.864667296,724,1.059927225,724,0.7989806533,724,1.727285147,724,0.9435152411,724,0.8846519589,724,1.828342199,724,1.019372106,
723,0.6598518491,723,1.570938587,723,0.7988799214,723,0.7796677947,723,1.684413552,723,0.9502200484,723,0.9446792006,723,1.866226077,723,1.058516383,723,0.7980809808,723,1.728803515,723,0.9421254992,723,0.8838893771,723,1.829107165,723,1.018098831,
722,0.6597950459,722,1.572728157,722,0.7980262637,722,0.7791875005,722,1.686177969,722,0.9492604733,722,0.9437285066,722,1.867439628,722,1.057346225,722,0.7972479463,722,1.729922414,722,0.9407065511,722,0.8830949664,722,1.830403566,722,1.016745329,
721,0.6599707007,721,1.575367212,721,0.7975395322,721,0.7789347172,721,1.688515902,721,0.9484506845,721,0.943439424,721,1.86922586,721,1.05655086,721,0.7966397405,721,1.731712222,721,0.9396562576,721,0.8825309873,721,1.832030892,721,1.015574336,
720,0.6595268846,720,1.577718854,720,0.7969160676,720,0.7783754468,720,1.690195918,720,0.9474188089,720,0.9428126812,720,1.870554805,720,1.055210829,720,0.7957122326,720,1.733158469,720,0.9382385612,720,0.8815715909,720,1.8334831,720,1.014403105,
719,0.6595279574,719,1.580057859,719,0.7963644266,719,0.7780824304,719,1.692573786,719,0.9463542104,719,0.9420042038,719,1.872512698,719,1.054255486,719,0.7950202227,719,1.734651685,719,0.9369685054,719,0.8807013035,719,1.834795237,719,1.013198972,
718,0.659496069,718,1.582226515,718,0.7955576181,718,0.7775683999,718,1.694654584,718,0.9454052448,718,0.9411695004,718,1.874283671,718,1.053043365,718,0.7941155434,718,1.736192822,718,0.9357840419,718,0.8797889948,718,1.836047769,718,1.011802673,
717,0.6592760086,717,1.585177302,717,0.7949157357,717,0.777156651,717,1.696774721,717,0.9442389011,717,0.9404706955,717,1.875914335,717,1.051729202,717,0.79310745,717,1.737743735,717,0.9344513416,717,0.8790357113,717,1.837384701,717,1.010403633,
716,0.6591848731,716,1.587801218,716,0.7943050861,716,0.7768062353,716,1.6990906,716,0.9432376027,716,0.939897716,716,1.877970576,716,1.050543547,716,0.7925274372,716,1.739707947,716,0.9332224727,716,0.8784440756,716,1.839384556,716,1.009365439,
715,0.6591681242,715,1.590188742,715,0.7935357094,715,0.7764086127,715,1.7016536,715,0.9423561692,715,0.9391960502,715,1.8798244,715,1.04942143,715,0.7917408347,715,1.741528153,715,0.9317393899,715,0.8775113821,715,1.840864658,715,1.008069634,
714,0.6590551138,714,1.592974663,714,0.7928606868,714,0.776062429,714,1.70388639,714,0.9412607551,714,0.9386053085,714,1.881790161,714,1.048296213,714,0.7909180522,714,1.743451834,714,0.9303974509,714,0.8768004179,714,1.842885256,714,1.006753087,
713,0.6590210199,713,1.595915556,713,0.7923340201,713,0.7757476568,713,1.706374884,713,0.9403012991,713,0.938031435,713,1.884180307,713,1.047156334,713,0.7902442217,713,1.74541223,713,0.9292097092,713,0.8761576414,713,1.84476614,713,1.00559628,
712,0.6589583158,712,1.59876585,712,0.7915458679,712,0.7752319574,712,1.709116936,712,0.9389070272,712,0.9372248054,712,1.886722803,712,1.045880914,712,0.7894647121,712,1.747445583,712,0.9278228283,712,0.8753404617,712,1.846773505,712,1.004284143,
711,0.658957541,711,1.601768494,711,0.7906723619,711,0.7748244405,711,1.711887121,711,0.9379467964,711,0.9365585446,711,1.888460398,711,1.044689536,711,0.7885946035,711,1.749455333,711,0.9265373945,711,0.8744476438,711,1.848655701,711,1.00301981,
710,0.6586745381,710,1.605083346,710,0.7900085449,710,0.7744037509,710,1.714518666,710,0.9368417263,710,0.9358751178,710,1.890945673,710,1.043284297,710,0.7877203822,710,1.751918316,710,0.925003767,710,0.8738032579,710,1.850909352,710,1.001531124,
709,0.6585254073,709,1.608156443,709,0.7892985344,709,0.7741126418,709,1.717383146,709,0.9357925653,709,0.9352978468,709,1.893352866,709,1.042227507,709,0.7870151401,709,1.754240274,709,0.9238042831,709,0.8730204105,709,1.853234529,709,1.000278831,
708,0.6585804224,708,1.611457467,708,0.788561821,708,0.7736417055,708,1.720432162,708,0.9346674085,708,0.9344827533,708,1.895980597,708,1.040955186,708,0.7863793373,708,1.756625414,708,0.9224404097,708,0.8722893,708,1.855623484,708,0.9988126159,
707,0.658519268,707,1.614368916,707,0.7875894904,707,0.7731648088,707,1.723184586,707,0.9334943295,707,0.9339650273,707,1.89846921,707,1.039573193,707,0.7855140567,707,1.759028077,707,0.9209424257,707,0.8713376522,707,1.857821345,707,0.997510612,
706,0.6583023667,706,1.618098617,706,0.7871155739,706,0.7729576826,706,1.726296186,706,0.9324595928,706,0.9334883094,706,1.901412725,706,1.03845036,706,0.7846821547,706,1.761784673,706,0.9195128083,706,0.8707229495,706,1.860241175,706,0.9962075353,
705,0.6582507491,705,1.621478796,705,0.786143899,705,0.7723475099,705,1.72947228,705,0.9311003089,705,0.9325908422,705,1.904258013,705,1.037143469,705,0.7837780118,705,1.764298797,705,0.9181386828,705,0.8698282242,705,1.862786651,705,0.9947009683,
704,0.6583003402,704,1.625074267,704,0.7852113843,704,0.7720088363,704,1.733105421,704,0.9300394058,704,0.9318645597,704,1.906823277,704,1.035795093,704,0.7831524611,704,1.767123461,704,0.9168192744,704,0.8690936565,704,1.86538887,704,0.9933812022,
703,0.6580005288,703,1.628829837,703,0.7845055461,703,0.7716550827,703,1.73626554,703,0.9288215041,703,0.9313240051,703,1.910165191,703,1.03452003,703,0.7824050188,703,1.770180821,703,0.9154940248,703,0.8685359955,703,1.868357539,703,0.992030561,
702,0.6578850746,702,1.632572651,702,0.7836906314,702,0.7711521387,702,1.739630103,702,0.9276666641,702,0.9306570888,702,1.913156748,702,1.033148646,702,0.7815395594,702,1.772970676,702,0.9138898849,702,0.8676348329,702,1.871276021,702,0.9906204343,
701,0.6579492092,701,1.636754394,701,0.7828038335,701,0.7708134651,701,1.743255019,701,0.9264518023,701,0.9299506545,701,1.916416883,701,1.031927943,701,0.780921936,701,1.776215196,701,0.9124157429,701,0.866861105,701,1.874337196,701,0.989163518,
700,0.6578623652,700,1.640354514,700,0.7819602489,700,0.7704769373,700,1.746758103,700,0.9252641797,700,0.9294266105,700,1.919691682,700,1.030583978,700,0.780125916,700,1.779440045,700,0.9111751318,700,0.8660614491,700,1.877143621,700,0.9878810048,
699,0.6576349139,699,1.644518256,699,0.7812534571,699,0.7700355053,699,1.750627398,699,0.9239908457,699,0.9286012053,699,1.923006654,699,1.029228449,699,0.7791680098,699,1.782317638,699,0.909730792,699,0.8653700948,699,1.880517125,699,0.9864155054,
698,0.6576626897,698,1.648901701,698,0.7804273367,698,0.7696624994,698,1.754367352,698,0.9227623343,698,0.9279314876,698,1.926351428,698,1.027883053,698,0.7785812616,698,1.78585279,698,0.9082564712,698,0.8646178842,698,1.883778691,698,0.985077858,
697,0.6575495005,697,1.652821422,697,0.7794991136,697,0.7692603469,697,1.758436799,697,0.9216176867,697,0.9272277951,697,1.92990303,697,1.026546359,697,0.7778223157,697,1.789269567,697,0.9067202806,697,0.86391294,697,1.886912942,697,0.9835478067,
696,0.6573496461,696,1.657426596,696,0.7786756754,696,0.7689039111,696,1.762367129,696,0.9204304814,696,0.9267910123,696,1.933706284,696,1.025216818,696,0.7770433426,696,1.792580366,696,0.905199945,696,0.8631225824,696,1.890419126,696,0.982080102,
695,0.6573742628,695,1.662095308,695,0.777878046,695,0.7685129046,695,1.766793966,695,0.9191427231,695,0.9261505008,695,1.937581182,695,1.024011731,695,0.776370883,695,1.796558261,695,0.9038040638,695,0.8624097705,695,1.893859148,695,0.9807701707,
694,0.6573056579,694,1.666290045,694,0.7769109011,694,0.7679035664,694,1.770790815,694,0.917732358,694,0.9254068732,694,1.941378951,694,1.022546411,694,0.7756271958,694,1.800222516,694,0.902353704,694,0.8615656495,694,1.897555947,694,0.9792858958,
693,0.6572341919,693,1.671184182,693,0.7760020494,693,0.7676355839,693,1.775187135,693,0.9165330529,693,0.9247924089,693,1.945498347,693,1.021114945,693,0.7747673988,693,1.803934813,693,0.9008381963,693,0.8608477712,693,1.901185751,693,0.9777365327,
692,0.6570382714,692,1.676017642,692,0.775118053,692,0.7673127651,692,1.779541254,692,0.9153050184,692,0.9242283702,692,1.9496665,692,1.019819021,692,0.7740122676,692,1.807907581,692,0.8993589878,692,0.8602170944,692,1.905388594,692,0.9762762189,
691,0.6572249532,691,1.680827856,691,0.7743374705,691,0.7668430805,691,1.784188747,691,0.9140576124,691,0.9235549569,691,1.953714848,691,1.018489718,691,0.7733975649,691,1.812111855,691,0.8979440928,691,0.8595584035,691,1.9091748,691,0.9749522805,
690,0.6570078135,690,1.685736775,690,0.7733505964,690,0.7663978934,690,1.788768053,690,0.9128425121,690,0.922811687,690,1.958242893,690,1.016899824,690,0.7726029158,690,1.816174865,690,0.8963146806,690,0.8587803245,690,1.913161993,690,0.9734373093,
689,0.6568471789,689,1.690816164,689,0.7725722194,689,0.7661272287,689,1.793466568,689,0.9116348028,689,0.9223697782,689,1.962475538,689,1.015581965,689,0.7718630433,689,1.820642352,689,0.8948537111,689,0.8579644561,689,1.917432308,689,0.9718802571,
688,0.6568825841,688,1.696026206,688,0.7717590928,688,0.7657042742,688,1.798222542,688,0.910310626,688,0.9217142463,688,1.967091918,688,1.014318109,688,0.7711906433,688,1.824820161,688,0.8934562802,688,0.8572741151,688,1.921580791,688,0.9705942273,
687,0.6568606496,687,1.701114058,687,0.7707913518,687,0.765199542,687,1.803043365,687,0.9090272188,687,0.9208741188,687,1.971288919,687,1.012847662,687,0.7703863382,687,1.829331756,687,0.8919463754,687,0.8565684557,687,1.926187515,687,0.969086349,
686,0.6567503214,686,1.706432223,686,0.7699072957,686,0.7648606896,686,1.807875276,686,0.9077545404,686,0.9202682376,686,1.976024747,686,1.011483192,686,0.7696195841,686,1.833986282,686,0.8905057311,686,0.8557616472,686,1.930492401,686,0.9677824974,
685,0.6566150188,685,1.712067008,685,0.7690615058,685,0.7644777298,685,1.813328505,685,0.9063594937,685,0.9197541475,685,1.980795503,685,1.010079741,685,0.7689151168,685,1.838400245,685,0.8890672922,685,0.85510391,685,1.935025692,685,0.9662210345,
684,0.6567160487,684,1.717367768,684,0.7681719065,684,0.7641243339,684,1.818228841,684,0.9052839875,684,0.9190971255,684,1.985748172,684,1.008781075,684,0.768332541,684,1.842925072,684,0.8875623345,684,0.8544818759,684,1.939626217,684,0.9647380114,
683,0.6566755772,683,1.722889185,683,0.7672739029,683,0.7637739182,683,1.823417902,683,0.9040104747,683,0.9185322523,683,1.990688443,683,1.007479787,683,0.7675786614,683,1.847732306,683,0.8860428333,683,0.8537412286,683,1.944131732,683,0.9633950591,
682,0.6565511823,682,1.728498101,682,0.7665303946,682,0.763335526,682,1.828799844,682,0.9026396871,682,0.9180877805,682,1.995539427,682,1.006213665,682,0.7668167949,682,1.852791429,682,0.8846724629,682,0.8530319333,682,1.948868752,682,0.9618712068,
681,0.6565357447,681,1.734161019,681,0.7656337619,681,0.762938261,681,1.833937883,681,0.9013634324,681,0.9173938036,681,2.000577688,681,1.004868507,681,0.7661479115,681,1.857566118,681,0.883149147,681,0.8523049355,681,1.953684926,681,0.9605621696,
680,0.6566393971,680,1.73986268,680,0.7647866607,680,0.7625172138,680,1.839191794,680,0.9001006484,680,0.9166918397,680,2.00521493,680,1.003486633,680,0.7654442191,680,1.862128735,680,0.881791532,680,0.8516824245,680,1.958261728,680,0.9591330886,
679,0.6565897465,679,1.745842695,679,0.7639958262,679,0.7622475624,679,1.844702363,679,0.8989592195,679,0.9162707925,679,2.010486126,679,1.002144098,679,0.7646828294,679,1.867338777,679,0.8802572489,679,0.8510072231,679,1.963125348,679,0.957798779,
678,0.6564664841,678,1.751525998,678,0.7632187605,678,0.7618368864,678,1.850006461,678,0.8977305889,678,0.9156558514,678,2.015623808,678,1.000799417,678,0.7641075253,678,1.872073531,678,0.8789699078,678,0.8504629731,678,1.968197584,678,0.9564288259,
677,0.6565943956,677,1.757163882,677,0.7625036836,677,0.7613710761,677,1.855635762,677,0.8965526819,677,0.9150649905,677,2.0206604,677,0.9996030927,677,0.7634888291,677,1.877032042,677,0.8775583506,677,0.8497109413,677,1.972764969,677,0.9549944997,
676,0.6565972567,676,1.76285398,676,0.7616948485,676,0.761126101,676,1.860819101,676,0.8953191638,676,0.9145389795,676,2.025946617,676,0.9983782768,676,0.7628135085,676,1.881852865,676,0.8761726618,676,0.8489978909,676,1.977879643,676,0.9535461068,
675,0.6566135883,675,1.768579006,675,0.7610815167,675,0.7608371973,675,1.866111875,675,0.8941691518,675,0.914178431,675,2.030964136,675,0.9971632361,675,0.7620313764,675,1.886623263,675,0.8747981787,675,0.8483392,675,1.982495785,675,0.9521381855,
674,0.6567296982,674,1.774359584,674,0.7604876161,674,0.7603780031,674,1.871595979,674,0.8929729462,674,0.9135007858,674,2.036006212,674,0.9959792495,674,0.7615241408,674,1.891956687,674,0.8735761046,674,0.8477983475,674,1.987457395,674,0.9509211779,
673,0.6568099856,673,1.780084491,673,0.7596957684,673,0.7600277662,673,1.877007246,673,0.8919311762,673,0.9129064679,673,2.040715456,673,0.9947972894,673,0.7608667612,673,1.896528959,673,0.8723689318,673,0.8472797275,673,1.992320776,673,0.9496349692,
672,0.6566333175,672,1.785450459,672,0.7589591146,672,0.7597165704,672,1.881855011,672,0.8907066584,672,0.9124928713,672,2.045673609,672,0.993596673,672,0.7601953745,672,1.901237845,672,0.8708898425,672,0.8465903997,672,1.996964335,672,0.9483232498,
671,0.6566991806,671,1.791149497,671,0.7585318089,671,0.7594514489,671,1.887027025,671,0.8897598982,671,0.9120568633,671,2.050722361,671,0.9924759865,671,0.7596168518,671,1.906038284,671,0.8696951866,671,0.8460342884,671,2.001572609,671,0.9471468329,
670,0.6569435,670,1.796214461,670,0.7578572631,670,0.7590302825,670,1.892051101,670,0.8887332678,670,0.9114651084,670,2.05526638,670,0.9915501475,670,0.7590397596,670,1.910518646,670,0.8685427308,670,0.8454750776,670,2.005699873,670,0.9460049272,
669,0.6570758224,669,1.801383018,669,0.7573984265,669,0.7587437034,669,1.896858931,669,0.8878772855,669,0.911075294,669,2.059845448,669,0.9905247092,669,0.7584153414,669,1.914742112,669,0.8673108816,669,0.8448420763,669,2.009991884,669,0.9448571801,
668,0.6570330858,668,1.806262374,668,0.7568957806,668,0.7584127188,668,1.901337743,668,0.8866868615,668,0.9107078314,668,2.064040899,668,0.9895156026,668,0.7577447891,668,1.918848634,668,0.8663771152,668,0.8443527818,668,2.014197826,668,0.9438706636,
667,0.6573322415,667,1.811176062,667,0.7565299273,667,0.7581484318,667,1.905740142,667,0.8858299255,667,0.9100866914,667,2.068059683,667,0.9886838198,667,0.7573783398,667,1.922819495,667,0.8652358055,667,0.8439249396,667,2.018101215,667,0.9428045154,
666,0.6575080752,666,1.815585375,666,0.7560275793,666,0.7578131557,666,1.909862518,666,0.8850361705,666,0.9097917676,666,2.07192874,666,0.9876415133,666,0.7568645477,666,1.926582456,666,0.8641617298,666,0.8434225917,666,2.021815538,666,0.9417867064,
665,0.6574959755,665,1.820017695,665,0.7556481957,665,0.7575512528,665,1.913546085,665,0.8842336535,665,0.909463048,665,2.075420618,665,0.9867907763,665,0.7562650442,665,1.930129051,665,0.8631770611,665,0.8429244161,665,2.025173903,665,0.94090873,
664,0.6576583385,664,1.823822737,664,0.755384624,664,0.7572540045,664,1.917236328,664,0.8833060265,664,0.9090318084,664,2.07918787,664,0.98612988,664,0.7558098435,664,1.933226943,664,0.8623161912,664,0.842492044,664,2.028279066,664,0.9400444031,
663,0.6580114365,663,1.827537656,663,0.7552924752,663,0.7570180893,663,1.920666337,663,0.8825733662,663,0.9087128639,663,2.082005024,663,0.9854905009,663,0.7554519773,663,1.936251521,663,0.8615112305,663,0.8420256376,663,2.031229258,663,0.9391741753,
662,0.6581261158,662,1.830818772,662,0.7551043034,662,0.7567809224,662,1.923522353,662,0.8820535541,662,0.9084409475,662,2.084598064,662,0.9848554134,662,0.7548210621,662,1.938592672,662,0.8606384397,662,0.8415971994,662,2.03352952,662,0.9385792613,
661,0.6584314108,661,1.833740354,661,0.754993856,661,0.7565106153,661,1.926062942,661,0.8813729286,661,0.908144474,661,2.086530685,661,0.9842663407,661,0.7543854713,661,1.940743208,661,0.8598988652,661,0.8413196802,661,2.035742283,661,0.9379050136,
660,0.6586399078,660,1.836271763,660,0.7549392581,660,0.7562896013,660,1.928353548,660,0.8808164597,660,0.9077363014,660,2.088682652,660,0.9837300777,660,0.7539970875,660,1.942547441,660,0.8591925502,660,0.8409754038,660,2.037279129,660,0.9371340871,
659,0.6588646173,659,1.838145494,659,0.7550746799,659,0.7560946345,659,1.929802418,659,0.880346179,659,0.9075382352,659,2.089838266,659,0.9831538796,659,0.7536640167,659,1.943720579,659,0.8586785793,659,0.8405565619,659,2.038544655,659,0.9365907907,
658,0.6590437889,658,1.839654684,658,0.7551224232,658,0.7559149265,658,1.930963278,658,0.8799214959,658,0.907502532,658,2.090591669,658,0.9827574492,658,0.7532610893,658,1.944386482,658,0.8580898046,658,0.8401514888,658,2.039174557,658,0.93618083,
657,0.6594743729,657,1.840558648,657,0.7554558516,657,0.7557703257,657,1.931708336,657,0.8797074556,657,0.9073191881,657,2.091011524,657,0.9827013612,657,0.7529289126,657,1.944865108,657,0.8578047156,657,0.8399909735,657,2.039474726,657,0.9358103871,
656,0.6598419547,656,1.840990186,656,0.7556796074,656,0.7555677295,656,1.931842923,656,0.8792843819,656,0.9069746733,656,2.090707541,656,0.9824655056,656,0.7525665164,656,1.944569588,656,0.8574028015,656,0.8396943808,656,2.039101124,656,0.9355124831,
655,0.6600850821,655,1.840886831,655,0.7559555769,655,0.7553604245,655,1.931420207,655,0.8790604472,655,0.9067162871,655,2.090108633,655,0.9822921753,655,0.752139926,655,1.943613768,655,0.8570244312,655,0.8392556906,655,2.037926197,655,0.9352416396,
654,0.6604052186,654,1.840364218,654,0.7564174533,654,0.7552937269,654,1.930191278,654,0.8789927959,654,0.9067126513,654,2.088399172,654,0.982186079,654,0.7519977689,654,1.942234635,654,0.8569335341,654,0.8391432762,654,2.036879063,654,0.9351418018,
653,0.6607686281,653,1.838974953,653,0.7568413019,653,0.7550469637,653,1.928547382,653,0.8789696097,653,0.9064347148,653,2.08676672,653,0.9821859002,653,0.7516877651,653,1.940244675,653,0.8567684889,653,0.8389021754,653,2.034507275,653,0.9349566698,
652,0.6611689925,652,1.837073565,652,0.7574600577,652,0.7548946738,652,1.92651248,652,0.8789567351,652,0.9063808322,652,2.084134102,652,0.9823595285,652,0.7514327765,652,1.937583208,652,0.8566887975,652,0.8387022614,652,2.031923056,652,0.934918344,
651,0.6614018679,651,1.834550977,651,0.7581757903,651,0.7548379898,651,1.923800468,651,0.8791413903,651,0.9063919783,651,2.081012726,651,0.9825329185,651,0.7510896921,651,1.934445024,651,0.8566688895,651,0.8384115696,651,2.028687239,651,0.9350718856,
650,0.6618426442,650,1.831348062,650,0.7589631677,650,0.7547133565,650,1.920225501,650,0.8792734742,650,0.9062259793,650,2.077066898,650,0.9827990532,650,0.7509729862,650,1.930615187,650,0.8568441868,650,0.8382793069,650,2.024945259,650,0.9353147149,
649,0.6622552872,649,1.827722073,649,0.7596661448,649,0.7544968724,649,1.916105509,649,0.8794532418,649,0.9059427381,649,2.072731733,649,0.983046174,649,0.7505552173,649,1.926048279,649,0.8569967747,649,0.8380064368,649,2.020484686,649,0.9354852438,
648,0.6625832319,648,1.823253393,648,0.7605170608,648,0.7543969154,648,1.911310315,648,0.8799811602,648,0.9059028029,648,2.06757617,648,0.9835204482,648,0.7503147125,648,1.921102881,648,0.8572332263,648,0.8378947973,648,2.015455961,648,0.9358094931,
647,0.6628872156,647,1.818218946,647,0.7615224719,647,0.7543270588,647,1.90618372,647,0.8802292943,647,0.9058557153,647,2.06195569,647,0.9840009809,647,0.7501471043,647,1.915635109,647,0.8576167226,647,0.8377690315,647,2.009704828,647,0.9362506866,
646,0.6632006764,646,1.812899232,646,0.7625307441,646,0.7541573644,646,1.900371313,646,0.8806548715,646,0.9056238532,646,2.05594635,646,0.9844989777,646,0.7499316335,646,1.9092623,646,0.8579822779,646,0.837429285,646,2.003544807,646,0.9366993904,
645,0.6635266542,645,1.806981444,645,0.7636089921,645,0.7540856004,645,1.894085765,645,0.8814504743,645,0.9056017399,645,2.049352169,645,0.9851799607,645,0.749673605,645,1.902625918,645,0.8583393097,645,0.8372038007,645,1.9969275,645,0.9371355772,
644,0.6638846397,644,1.800498366,644,0.7648122311,644,0.7539690733,644,1.887348175,644,0.8820284605,644,0.9054974318,644,2.041993856,644,0.9858766794,644,0.7492867708,644,1.895641804,644,0.858926475,644,0.8370628357,644,1.989668727,644,0.9377593398,
643,0.6642305851,643,1.793585658,643,0.7659729123,643,0.753715694,643,1.880177975,643,0.8826757073,643,0.9051526785,643,2.034515381,643,0.9866965413,643,0.7490264773,643,1.888023615,643,0.8596800566,643,0.83685112,643,1.982062578,643,0.9385211468,
642,0.6643645167,642,1.78631711,642,0.7671906948,642,0.7535007596,642,1.87251842,642,0.8834298253,642,0.9048617482,642,2.026491404,642,0.9872658253,642,0.7487046123,642,1.880092025,642,0.8602593541,642,0.8364773393,642,1.97390604,642,0.9391175508,
641,0.6645982862,641,1.778480768,641,0.7685672045,641,0.7534101605,641,1.864735126,641,0.8844103813,641,0.9047887325,641,2.018020868,641,0.9881814718,641,0.7484384179,641,1.871635199,641,0.860879302,641,0.8362444043,641,1.965599179,641,0.9398451447,
640,0.6647732854,640,1.770626187,640,0.7698252797,640,0.7531705499,640,1.856403232,640,0.8851798773,640,0.9046002626,640,2.009589911,640,0.9889168739,640,0.7481364012,640,1.863386631,640,0.8617014289,640,0.8359866142,640,1.957162142,640,0.9405812025,
639,0.6650679111,639,1.762538552,639,0.7712804079,639,0.7529471517,639,1.848109126,639,0.8860248327,639,0.9042249918,639,2.000727654,639,0.9899009466,639,0.7478328943,639,1.854517698,639,0.8624547124,639,0.8356520534,639,1.948286057,639,0.9413798451,
638,0.6651183963,638,1.754218459,638,0.7727006674,638,0.7527625561,638,1.839620352,638,0.8870674968,638,0.9039692879,638,1.991725087,638,0.9908745885,638,0.7473390698,638,1.845662355,638,0.8633830547,638,0.8352506161,638,1.939393044,638,0.9422497153,
