PDMS,,PDMS-90,,PDMS-0,,K1S-spin,,K1S-spin-90,,K1S-spin-0,,K1S-ff-3mms,,K1S-ff-3mms-90,,K1S-ff-3mms-0,,K1S-lf-3mms,,K1S-lf-3mms-90,,K1S-lf-3mms-0,,K1S-lf-3mms-2,,K1S-lf-3mms-2-90,,K1S-lf-3mms-2-0,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
1027,0.5283082724,1027,1.15225935,1027,0.8065903187,1027,0.4734223485,1027,1.068314075,1027,0.8294841051,1027,0.8216058612,1027,1.413362145,1027,1.054281592,1027,0.5573258996,1027,1.112361073,1027,0.8463466763,1027,0.6903474927,1027,1.262732983,1027,0.9514576793,
1026,0.5281899571,1026,1.151332259,1026,0.8071498871,1026,0.4733996093,1026,1.067256689,1026,0.8299830556,1026,0.8218894601,1026,1.412926555,1026,1.055178881,1026,0.5576843619,1026,1.111397624,1026,0.8469108343,1026,0.6904513836,1026,1.261702895,1026,0.9518344998,
1025,0.5285284519,1025,1.150549054,1025,0.8078970313,1025,0.4736759961,1025,1.066945553,1025,0.8308945894,1025,0.8224576712,1025,1.412228823,1025,1.056219459,1025,0.5579320192,1025,1.111131191,1025,0.8479225039,1025,0.6905837655,1025,1.261163354,1025,0.95293504,
1024,0.5289936066,1024,1.149952054,1024,0.8087348342,1024,0.4740146995,1024,1.066527128,1024,0.8318972588,1024,0.8227784038,1024,1.411794305,1024,1.057047129,1024,0.5584748387,1024,1.111007929,1024,0.8489086032,1024,0.6910930872,1024,1.260885358,1024,0.9538831711,
1023,0.5286934376,1023,1.149477959,1023,0.8094451427,1023,0.4739051759,1023,1.065616965,1023,0.8323630691,1023,0.8226395845,1023,1.411355257,1023,1.05765605,1023,0.558565855,1023,1.11055994,1023,0.8497160673,1023,0.6913423538,1023,1.260389328,1023,0.9546068907,
1022,0.529307723,1022,1.14887619,1022,0.81014359,1022,0.4742706418,1022,1.065361381,1022,0.8334629536,1022,0.8227199316,1022,1.410539985,1022,1.05874002,1022,0.5590368509,1022,1.1103549,1022,0.8508005142,1022,0.6920529604,1022,1.260130048,1022,0.9557494521,
1021,0.5291499496,1021,1.148110151,1021,0.8104912639,1021,0.4744502604,1021,1.06446147,1021,0.833871603,1021,0.8230764866,1021,1.409821391,1021,1.059078097,1021,0.5593497753,1021,1.109465361,1021,0.8513373137,1021,0.6919628382,1021,1.259222865,1021,0.9560220838,
1020,0.529350996,1020,1.147822857,1020,0.8116540909,1020,0.4747074544,1020,1.064221025,1020,0.83503443,1020,0.8236262798,1020,1.409760952,1020,1.059953451,1020,0.5597656369,1020,1.109370351,1020,0.8525975347,1020,0.6923971176,1020,1.259452701,1020,0.9574369788,
1019,0.5295713544,1019,1.146859527,1019,0.812299788,1019,0.4748077095,1019,1.063360333,1019,0.8357778192,1019,0.8235402703,1019,1.409273863,1019,1.060713649,1019,0.5602455735,1019,1.109089971,1019,0.853497982,1019,0.6930485368,1019,1.258968472,1019,0.9582697749,
1018,0.5293059349,1018,1.145872474,1018,0.8126093745,1018,0.4746715426,1018,1.062499046,1018,0.8360989094,1018,0.8243095875,1018,1.408254981,1018,1.061424255,1018,0.5602226257,1018,1.108118176,1018,0.8540320992,1018,0.6926794648,1018,1.257727385,1018,0.9586322308,
1017,0.5295200348,1017,1.145293474,1017,0.8132366538,1017,0.474871695,1017,1.062108755,1017,0.8371284604,1017,0.8237489462,1017,1.407399654,1017,1.061821938,1017,0.5604047775,1017,1.108008981,1017,0.854986608,1017,0.6930791736,1017,1.257917881,1017,0.9598495364,
1016,0.5290703773,1016,1.144475698,1016,0.8136146665,1016,0.4745815694,1016,1.060823083,1016,0.8372997046,1016,0.8234303594,1016,1.406814933,1016,1.062127829,1016,0.5604186654,1016,1.107088327,1016,0.8554349542,1016,0.693173945,1016,1.257114053,1016,0.960200429,
1015,0.5293143988,1015,1.14349699,1015,0.814181447,1015,0.4745514691,1015,1.06029129,1015,0.8380609751,1015,0.8235791326,1015,1.405741572,1015,1.062922239,1015,0.560577929,1015,1.106530309,1015,0.8562897444,1015,0.6933858395,1015,1.256344676,1015,0.9609382153,
1014,0.52888304,1014,1.142249346,1014,0.8141583204,1014,0.4743810892,1014,1.05902648,1014,0.8383547664,1014,0.8236871362,1014,1.404721618,1014,1.063013792,1014,0.5606779456,1014,1.105407953,1014,0.8567596674,1014,0.6930932403,1014,1.255333781,1014,0.9612352848,
1013,0.5286004543,1013,1.141615272,1013,0.8149031401,1013,0.4741412997,1013,1.058171272,1013,0.8388474584,1013,0.8235596418,1013,1.404561758,1013,1.063469648,1013,0.5605977774,1013,1.105006576,1013,0.8574246764,1013,0.6932267547,1013,1.254790664,1013,0.9619894624,
1012,0.5287186503,1012,1.140290499,1012,0.8155437112,1012,0.4741373658,1012,1.057320833,1012,0.8394951224,1012,0.8236522675,1012,1.403611422,1012,1.064236164,1012,0.5608132482,1012,1.10454762,1012,0.8581882119,1012,0.6935191154,1012,1.254378557,1012,0.9627680182,
1011,0.5284945965,1011,1.139401197,1011,0.8156952858,1011,0.4738814831,1011,1.056196928,1011,0.839872539,1011,0.8233952522,1011,1.402339697,1011,1.064806938,1011,0.560759902,1011,1.103572965,1011,0.8586671948,1011,0.6930332184,1011,1.253329039,1011,0.9631373882,
1010,0.5287458301,1010,1.139035106,1010,0.8165724277,1010,0.4741354883,1010,1.056002498,1010,0.8408463001,1010,0.8235233426,1010,1.401881814,1010,1.065168381,1010,0.5610989332,1010,1.103492379,1010,0.8596519232,1010,0.6937252283,1010,1.253474474,1010,0.9643198848,
1009,0.5280185938,1009,1.137935281,1009,0.8167987466,1009,0.4737654924,1009,1.054459095,1009,0.8410583138,1009,0.823125124,1009,1.401071191,1009,1.065654516,1009,0.5611154437,1009,1.102459311,1009,0.8602882624,1009,0.6936248541,1009,1.25219357,1009,0.9647036791,
1008,0.5285624862,1008,1.137135744,1008,0.8176286221,1008,0.4739982486,1008,1.054137588,1008,0.8420165777,1008,0.8235653043,1008,1.400146723,1008,1.066480756,1008,0.5614717007,1008,1.102333426,1008,0.8612529039,1008,0.6940204501,1008,1.251856208,1008,0.9656900167,
1007,0.5282521248,1007,1.136047482,1007,0.8177258372,1007,0.4738369286,1007,1.053248644,1007,0.8423259854,1007,0.8237804174,1007,1.399638534,1007,1.066915989,1007,0.561657548,1007,1.101381898,1007,0.8616868258,1007,0.6938251853,1007,1.250929594,1007,0.9660238028,
1006,0.528232336,1006,1.135472178,1006,0.8188889027,1006,0.4738087952,1006,1.05246079,1006,0.8431963921,1006,0.8238825202,1006,1.399405837,1006,1.067482829,1006,0.5616678596,1006,1.101121426,1006,0.8627924323,1006,0.6941590905,1006,1.250908375,1006,0.9672497511,
1005,0.5282171369,1005,1.134448767,1005,0.8192171454,1005,0.4739624858,1005,1.05170846,1005,0.8438696265,1005,0.8239401579,1005,1.398417354,1005,1.06842339,1005,0.5620986819,1005,1.100424528,1005,0.8635680676,1005,0.6945281625,1005,1.250253439,1005,0.9679740667,
1004,0.5285010934,1004,1.133768797,1004,0.8200020194,1004,0.4739427567,1004,1.051126719,1004,0.8447362781,1004,0.8240985274,1004,1.397470236,1004,1.069457293,1004,0.5623666048,1004,1.10018003,1004,0.8646003008,1004,0.6947556734,1004,1.249673724,1004,0.9690470695,
1003,0.5281765461,1003,1.132947803,1003,0.8202495575,1003,0.4739385247,1003,1.050071597,1003,0.8451039195,1003,0.8238778114,1003,1.3968606,1003,1.069537997,1003,0.5625769496,1003,1.099308848,1003,0.8653261662,1003,0.6949754953,1003,1.249248385,1003,0.9694881439,
1002,0.528232038,1002,1.132472515,1002,0.8213467002,1002,0.4738971591,1002,1.049397945,1002,0.8460117579,1002,0.8243482113,1002,1.396628022,1002,1.070456862,1002,0.5628676414,1002,1.099153876,1002,0.8663615584,1002,0.6953528523,1002,1.24887085,1002,0.9707583785,
1001,0.5282871723,1001,1.13115871,1001,0.8215332031,1001,0.4740026593,1001,1.0485847,1001,0.8466259837,1001,0.8242786527,1001,1.395711303,1001,1.071127415,1001,0.5632970333,1001,1.098414421,1001,0.8672215939,1001,0.6955073476,1001,1.247908831,1001,0.9712805748,
1000,0.5282680988,1000,1.130366325,1000,0.8222364187,1000,0.4739002883,1000,1.047878623,1000,0.8474977016,1000,0.8247143626,1000,1.394847631,1000,1.071709871,1000,0.5633503199,1000,1.097947359,1000,0.8680106401,1000,0.6955948472,1000,1.247564435,1000,0.9723536968,
999,0.5281862617,999,1.129743814,999,0.8231183887,999,0.4740142226,999,1.047036171,999,0.8481246233,999,0.8247329593,999,1.394554019,999,1.072351456,999,0.5636668205,999,1.097650886,999,0.8689464331,999,0.6961494684,999,1.247131348,999,0.9731391072,
998,0.5283222198,998,1.128758192,998,0.8236578703,998,0.4739556313,998,1.046383023,998,0.8489388824,998,0.8246244192,998,1.39348948,998,1.073247433,998,0.5639013648,998,1.097246647,998,0.8699673414,998,0.6962531805,998,1.246623993,998,0.9741896391,
997,0.5283359885,997,1.12776804,997,0.8239554763,997,0.4740869105,997,1.045496225,997,0.8495893478,997,0.824755013,997,1.392470479,997,1.073767662,997,0.5643281937,997,1.096277475,997,0.8708234429,997,0.6964276433,997,1.245759726,997,0.9747647643,
996,0.5281075835,996,1.127344489,996,0.8248572946,996,0.4739760458,996,1.044728994,996,0.8504584432,996,0.8248925805,996,1.392125249,996,1.074436069,996,0.5644649863,996,1.09618187,996,0.8718608618,996,0.6969308853,996,1.245714784,996,0.9760311246,
995,0.5277481079,995,1.126131296,995,0.8253037333,995,0.4739760458,995,1.04352212,995,0.8508787155,995,0.8251861334,995,1.391559005,995,1.074998498,995,0.5647946,995,1.095396757,995,0.8725634813,995,0.6970653534,995,1.2449435,995,0.9764714837,
994,0.5284382105,994,1.125327945,994,0.8263747692,994,0.4742802382,994,1.043502569,994,0.8520495892,994,0.8258354068,994,1.391102433,994,1.076509953,994,0.5653979778,994,1.095375538,994,0.8738748431,994,0.6974703074,994,1.244675279,994,0.9778954387,
993,0.5280816555,993,1.124408245,993,0.8266960979,993,0.4740445614,993,1.042335033,993,0.8524775505,993,0.8256906271,993,1.390355587,993,1.077033758,993,0.5656378865,993,1.094635248,993,0.8746608496,993,0.6976053715,993,1.243979931,993,0.9785251617,
992,0.5283612609,992,1.123964071,992,0.8277249336,992,0.4743035734,992,1.041784525,992,0.8536117673,992,0.8257251382,992,1.389662266,992,1.077480435,992,0.5658465028,992,1.094743729,992,0.8758916855,992,0.698295176,992,1.244134903,992,0.9799019694,
991,0.5284149647,991,1.122998953,991,0.8282777071,991,0.4742816389,991,1.040836811,991,0.8541837931,991,0.8258622885,991,1.389012337,991,1.078710198,991,0.5663720965,991,1.093950868,991,0.8767430186,991,0.6985328794,991,1.243398786,991,0.9805037975,
990,0.5285946727,990,1.122155428,990,0.8289168477,990,0.4744619727,990,1.040377975,990,0.8552391529,990,0.8259966969,990,1.388177514,990,1.079407573,990,0.5668498278,990,1.093591809,990,0.8779909015,990,0.6990228295,990,1.243153095,990,0.9817658067,
989,0.5279522538,989,1.121249557,989,0.8294972181,989,0.4742572904,989,1.039101005,989,0.8558108211,989,0.8264137506,989,1.387742043,989,1.079619527,989,0.5669576526,989,1.093113542,989,0.8788696527,989,0.6990573406,989,1.242476344,989,0.9825385809,
988,0.5283024907,988,1.120280981,988,0.8302618265,988,0.4744881988,988,1.038499475,988,0.8567621112,988,0.826659143,988,1.387243509,988,1.080839753,988,0.5675569177,988,1.09280324,988,0.8800759912,988,0.6998197436,988,1.242408752,988,0.9838104248,
987,0.5283216834,987,1.119028807,987,0.8308373094,987,0.4743096828,987,1.037608504,987,0.8575495481,987,0.8269580603,987,1.386306882,987,1.081876397,987,0.5677556396,987,1.092144012,987,0.8809530139,987,0.6996162534,987,1.241345286,987,0.984554112,
986,0.5282794237,986,1.118487,986,0.8315743208,986,0.4744764268,986,1.03691721,986,0.8583014607,986,0.8270714283,986,1.385802746,986,1.082440972,986,0.5681963563,986,1.091733813,986,0.8819958568,986,0.7001561522,986,1.241158485,986,0.9855715632,
985,0.5283257365,985,1.11795032,985,0.8326324224,985,0.4743618965,985,1.03599453,985,0.8591036797,985,0.8269401193,985,1.385188222,985,1.083343863,985,0.5683903098,985,1.091678858,985,0.8831425309,985,0.7006661296,985,1.241116524,985,0.9869641662,
984,0.528198719,984,1.116627812,984,0.8327418566,984,0.4743457735,984,1.034941316,984,0.8597350717,984,0.8268575072,984,1.384030819,984,1.083774686,984,0.5688246489,984,1.090562701,984,0.8839381933,984,0.7007077336,984,1.239990354,984,0.987385869,
983,0.5285395384,983,1.115876317,983,0.8336656094,983,0.4747447371,983,1.034817815,983,0.8610655069,983,0.827680707,983,1.383653522,983,1.084900618,983,0.5694947243,983,1.090733409,983,0.8855021596,983,0.7014357448,983,1.240087271,983,0.9889038205,
982,0.5279997587,982,1.115053177,982,0.8345713615,982,0.4744869769,982,1.033521295,982,0.861572504,982,0.8279708624,982,1.38319695,982,1.085655808,982,0.5696958899,982,1.090184212,982,0.8865147233,982,0.7017368078,982,1.239644527,982,0.9898511171,
981,0.5282467008,981,1.114048123,981,0.8354173899,981,0.4747424424,981,1.03287065,981,0.8626262546,981,0.8282979727,981,1.382632852,981,1.086754799,981,0.5703363419,981,1.089943409,981,0.8876968026,981,0.7022545934,981,1.239165306,981,0.9909889102,
980,0.528740406,980,1.113158107,980,0.836053133,980,0.4746587873,980,1.0323385,980,0.8634602427,980,0.8283239007,980,1.381778002,980,1.087881565,980,0.57070297,980,1.089612603,980,0.8888444304,980,0.7024831176,980,1.238604426,980,0.9920908809,
979,0.5282642245,979,1.112505078,979,0.8366851807,979,0.4747555554,979,1.03128612,979,0.8643125892,979,0.828317821,979,1.381051898,979,1.088265777,979,0.5710959435,979,1.089068532,979,0.8899096847,979,0.7028835416,979,1.23825109,979,0.9931842089,
978,0.5284170508,978,1.111754417,978,0.8376665711,978,0.4750443101,978,1.030513406,978,0.8654667735,978,0.8287289143,978,1.380610228,978,1.089291453,978,0.5716894269,978,1.088970423,978,0.8914496899,978,0.7039052248,978,1.238361597,978,0.9947366118,
977,0.5284997821,977,1.110562921,977,0.838342607,977,0.4749580026,977,1.029644608,977,0.8662588596,977,0.8290550113,977,1.379993439,977,1.090492487,977,0.572185576,977,1.088421583,977,0.8924513459,977,0.7039291859,977,1.23738277,977,0.9955460429,
976,0.5284770131,976,1.109545588,976,0.838922739,976,0.4750434458,976,1.028926849,976,0.867133975,976,0.8295770288,976,1.379336238,976,1.091279387,976,0.5727562308,976,1.087883592,976,0.8936377168,976,0.7042850852,976,1.237070322,976,0.9966694117,
975,0.5286483765,975,1.109117866,975,0.8402990699,975,0.4751596451,975,1.028241038,975,0.8683202267,975,0.8299783468,975,1.379369259,975,1.092123985,975,0.5730826259,975,1.087900519,975,0.8950514793,975,0.7051019073,975,1.236981392,975,0.9983218312,
974,0.5285845995,974,1.108097434,974,0.8410645723,974,0.4753646851,974,1.027342439,974,0.8693495393,974,0.8302765489,974,1.3786726,974,1.093540668,974,0.5737875104,974,1.087549448,974,0.8963540792,974,0.7055409551,974,1.236281037,974,0.999340415,
973,0.528881669,973,1.106765747,973,0.8415055871,973,0.4754352272,973,1.026596189,973,0.8703442216,973,0.8301007748,973,1.377358198,973,1.094508886,973,0.5743296146,973,1.087193012,973,0.8976885676,973,0.7059922814,973,1.236079931,973,1.000573993,
972,0.5289071202,972,1.106580496,972,0.8427941203,972,0.4754599333,972,1.025834322,972,0.8712828755,972,0.8306721449,972,1.377220035,972,1.095237732,972,0.574688077,972,1.087066412,972,0.898999989,972,0.7065761685,972,1.236232996,972,1.001957178,
971,0.5285153389,971,1.105423331,971,0.84338516,971,0.4754804969,971,1.02467978,971,0.8720951676,971,0.8308899999,971,1.376787543,971,1.096154094,971,0.5753234029,971,1.086462379,971,0.900237143,971,0.7071826458,971,1.235786676,971,1.003036737,
970,0.5288801193,970,1.104011655,970,0.8440089822,970,0.4757439792,970,1.024154544,970,0.8732565641,970,0.8311892152,970,1.375543594,970,1.097270489,970,0.5759850144,970,1.086032391,970,0.9016332626,970,0.7075145841,970,1.234889984,970,1.004200697,
969,0.5290486217,969,1.103531122,969,0.8450697064,969,0.4757413268,969,1.023527384,969,0.8742357492,969,0.8320849538,969,1.375401258,969,1.09833014,969,0.5764791965,969,1.08590889,969,0.9028987885,969,0.7079331279,969,1.235036731,969,1.005624652,
968,0.5286534429,968,1.102525949,968,0.8460612893,968,0.475815922,968,1.022405386,968,0.8751714826,968,0.83219558,968,1.375029683,968,1.099083662,968,0.5769771934,968,1.085708618,968,0.9042331576,968,0.7086982727,968,1.234695315,968,1.006925106,
967,0.5290535092,967,1.101359487,967,0.8466970921,967,0.4759797752,967,1.021699548,967,0.8762405515,967,0.8320748806,967,1.373875499,967,1.100413799,967,0.5775460005,967,1.085404634,967,0.9056385756,967,0.7092475295,967,1.234260201,967,1.0081141,
966,0.5293648243,966,1.100729465,966,0.8475607038,966,0.4760684669,966,1.02104187,966,0.877461791,966,0.8325720429,966,1.373248577,966,1.101554751,966,0.5782091022,966,1.084978342,966,0.9070777297,966,0.7096325755,966,1.233999133,966,1.009501576,
965,0.5289705992,965,1.099995971,965,0.848531127,965,0.4762357175,965,1.019993424,965,0.8784252405,965,0.8331124187,965,1.373103738,965,1.102387905,965,0.5788094997,965,1.084721088,965,0.9085103869,965,0.7104610205,965,1.233781934,965,1.010999084,
964,0.529222548,964,1.098896265,964,0.8496697545,964,0.4765034914,964,1.019287229,964,0.8795962334,964,0.8337283134,964,1.372575641,964,1.103741169,964,0.5796059966,964,1.084655762,964,0.9100595713,964,0.7112257481,964,1.233672857,964,1.012440801,
963,0.5296308398,963,1.097712994,963,0.8505434394,963,0.4765142202,963,1.018624187,963,0.8807435036,963,0.8341269493,963,1.371871591,963,1.105076194,963,0.5802771449,963,1.084298134,963,0.9113800526,963,0.711553812,963,1.233062744,963,1.013697267,
962,0.5292558074,962,1.096674085,962,0.8510705233,962,0.4764551818,962,1.017485261,962,0.8816439509,962,0.8342819214,962,1.371122003,962,1.105906367,962,0.5805944204,962,1.083698511,962,0.9127044678,962,0.7119142413,962,1.23257947,962,1.0148803,
961,0.5294614434,961,1.096275449,961,0.8524523377,961,0.4768479466,961,1.016693473,961,0.8828289509,961,0.8348883986,961,1.371026754,961,1.107062936,961,0.5813086033,961,1.083729029,961,0.914355576,961,0.7130039334,961,1.23284483,961,1.016542554,
960,0.529785037,960,1.094920039,960,0.8533394933,960,0.4769201577,960,1.016031265,960,0.884091258,960,0.8350529075,960,1.370161772,960,1.108504295,960,0.5820411444,960,1.083434701,960,0.9158795476,960,0.7135825157,960,1.232496977,960,1.018028736,
959,0.5296939611,959,1.093928933,959,0.8539584875,959,0.4769130945,959,1.015128136,959,0.8851618767,959,0.8353670239,959,1.36924684,959,1.109436989,959,0.5827479959,959,1.082983136,959,0.917296946,959,0.713973999,959,1.231935859,959,1.019254804,
958,0.5293192267,958,1.093005419,958,0.8549348712,958,0.4770347774,958,1.013996959,958,0.8860964179,958,0.8359215856,958,1.368882656,958,1.110088468,958,0.5833240747,958,1.082662702,958,0.9187864065,958,0.7146158218,958,1.231757402,958,1.020602226,
957,0.529645443,957,1.092082143,957,0.8562136889,957,0.4773883224,957,1.013419151,957,0.887491703,957,0.8366360068,957,1.368549943,957,1.111866355,957,0.5841908455,957,1.082659602,957,0.9205803275,957,0.7155783176,957,1.231422901,957,1.022408724,
956,0.5302389264,956,1.09098053,956,0.8571673036,956,0.4773773551,956,1.012776613,956,0.8886790276,956,0.8371798992,956,1.367927432,956,1.113516927,956,0.5849193335,956,1.082452536,956,0.9220562577,956,0.7159118056,956,1.231099963,956,1.023931742,
955,0.5299435854,955,1.090314269,955,0.8580685258,955,0.4773911536,955,1.011619091,955,0.8896538615,955,0.8375216126,955,1.367228508,955,1.114372492,955,0.5853776336,955,1.082059622,955,0.9234066606,955,0.7165457606,955,1.230841756,955,1.025204301,
954,0.5296781659,954,1.089108825,954,0.8591207862,954,0.4775779545,954,1.01052928,954,0.8909243941,954,0.8377393484,954,1.366585732,954,1.115226984,954,0.5860084295,954,1.081884623,954,0.9251546264,954,0.7174239159,954,1.230606675,954,1.026835561,
953,0.5303241611,953,1.088196278,953,0.8602000475,953,0.4778036177,953,1.010108948,953,0.8922539353,953,0.8381937146,953,1.365850449,953,1.116936564,953,0.5869569182,953,1.081725836,953,0.9268788695,953,0.7181956768,953,1.230531216,953,1.028516173,
952,0.5304329991,952,1.087038517,952,0.8610258102,952,0.4778923392,952,1.009196281,952,0.8934819102,952,0.8387310505,952,1.365257144,952,1.117911935,952,0.5875714421,952,1.081303716,952,0.928384006,952,0.7185618877,952,1.229917407,952,1.029908657,
951,0.5299959183,951,1.086202145,951,0.8622819185,951,0.4780015349,951,1.00810957,951,0.8946817517,951,0.8397236466,951,1.365178943,951,1.119105458,951,0.5883450508,951,1.081336737,951,0.9302113056,951,0.7195073962,951,1.229892254,951,1.031561732,
950,0.5298213363,950,1.084292054,950,0.8627205491,950,0.4778658152,950,1.006768942,950,0.8955777287,950,0.8393478394,950,1.363582373,950,1.120007515,950,0.5887354612,950,1.080523849,950,0.9313459992,950,0.7196494341,950,1.228635669,950,1.032491088,
949,0.5306119919,949,1.083629012,949,0.8640544415,949,0.4782675505,949,1.006531239,949,0.897185266,949,0.8401226401,949,1.363735557,949,1.122075081,949,0.5897746682,949,1.080573916,949,0.9334110618,949,0.720719099,949,1.229175925,949,1.034655571,
948,0.5298319459,948,1.082107186,948,0.8644877076,948,0.4780181944,948,1.004957795,948,0.8981621265,948,0.8396633863,948,1.361875534,948,1.122020245,948,0.5898797512,948,1.079864502,948,0.9346675277,948,0.7209447622,948,1.228020906,948,1.035708189,
947,0.5305668712,947,1.082241297,947,0.8665932417,947,0.4785687625,947,1.004552007,947,0.8997016549,947,0.8415581584,947,1.362771273,947,1.124653339,947,0.5912412405,947,1.080460548,947,0.9368683696,947,0.7225651741,947,1.229283333,947,1.038015127,
946,0.5301477313,946,1.079592943,946,0.8667383194,946,0.4783753157,946,1.003159404,946,0.9007290006,946,0.8407766819,946,1.360917687,946,1.125156522,946,0.5917176604,946,1.07937777,946,0.9381890297,946,0.7225167155,946,1.22781527,946,1.038921714,
945,0.5307720304,945,1.079359174,945,0.8682458997,945,0.4788263142,945,1.002804279,945,0.9023653269,945,0.8423638344,945,1.361114979,945,1.127096295,945,0.5928824544,945,1.079742074,945,0.9403122663,945,0.7236329317,945,1.2284863,945,1.04109633,
944,0.5299528837,944,1.077862263,944,0.8691437244,944,0.4787332714,944,1.001325369,944,0.9033814073,944,0.8422641754,944,1.360060692,944,1.127547383,944,0.5930535793,944,1.079114199,944,0.9417362809,944,0.7240352035,944,1.227245808,944,1.04238534,
943,0.5318278074,943,1.078144073,943,0.8716717958,943,0.4794257879,943,1.001434445,943,0.905176878,943,0.8447090387,943,1.360961318,943,1.130993009,943,0.5948601365,943,1.079934835,943,0.9442695975,943,0.7258783579,943,1.2284168,943,1.045186996,
942,0.5314993262,942,1.076171994,942,0.8717688918,942,0.4792032242,942,1.000125885,942,0.9063037634,942,0.8437940478,942,1.359395742,942,1.131595254,942,0.5951718092,942,1.079162836,942,0.9456133246,942,0.725974977,942,1.227612495,942,1.046347141,
941,0.530851841,941,1.07518661,941,0.8726997375,941,0.4793290794,941,0.9989272356,941,0.907584548,941,0.8441967368,941,1.358618617,941,1.132539153,941,0.5957497954,941,1.078785539,941,0.9473332167,941,0.7267863154,941,1.227447987,941,1.047908068,
940,0.5308474898,940,1.074161291,940,0.8740751743,940,0.4795736074,940,0.9979423285,940,0.9090307355,940,0.844902873,940,1.358332396,940,1.134094,940,0.5968043208,940,1.078756928,940,0.9494009018,940,0.7278140783,940,1.227366447,940,1.049717069,
939,0.5315250754,939,1.072895408,939,0.8751593232,939,0.4798181951,939,0.9974352121,939,0.9105401635,939,0.8455156088,939,1.357610583,939,1.135788679,939,0.597787559,939,1.078431606,939,0.9512182474,939,0.7283936739,939,1.22688663,939,1.051584005,
938,0.5311923027,938,1.071438909,938,0.8760319352,938,0.4796679616,938,0.9962311387,938,0.9117204547,938,0.8459929228,938,1.356650949,938,1.136628032,938,0.5982149839,938,1.078120112,938,0.9528483152,938,0.7289221883,938,1.226143837,938,1.053087592,
937,0.5307555795,937,1.070012212,937,0.8770310879,937,0.479696691,937,0.9948421121,937,0.91301018,937,0.8462586403,937,1.355744362,937,1.137819529,937,0.5987595916,937,1.077700019,937,0.9545660615,937,0.7296250463,937,1.225775003,937,1.054749727,
936,0.5324473381,936,1.070546031,936,0.8795264959,936,0.4804679155,936,0.9948990345,936,0.9149010181,936,0.8486652374,936,1.357038736,936,1.141109824,936,0.6005676985,936,1.078451514,936,0.9570626616,936,0.7314398289,936,1.227131486,936,1.057436466,
935,0.5320033431,935,1.068193078,935,0.8797894716,935,0.4802790284,935,0.9935674667,935,0.9161875248,935,0.8478471041,935,1.35504806,935,1.141598344,935,0.6009795666,935,1.077643752,935,0.9587669373,935,0.7316319942,935,1.226112485,935,1.058734655,
934,0.5316287279,934,1.067296982,934,0.8811281919,934,0.4804628789,934,0.9923955798,934,0.9176247716,934,0.8488275409,934,1.354792118,934,1.142890215,934,0.6018854976,934,1.077526689,934,0.9606918097,934,0.7326897979,934,1.226108313,934,1.060646534,
933,0.5317598581,933,1.066148043,933,0.8824970722,933,0.4806285203,933,0.9914487004,933,0.9189722538,933,0.8496038318,933,1.354401469,933,1.144657373,933,0.6027988791,933,1.07741034,933,0.9625759721,933,0.7335283756,933,1.225800037,933,1.062467575,
932,0.5325895548,932,1.064985633,932,0.883903563,932,0.4810150564,932,0.9909670353,932,0.9207314253,932,0.8503670096,932,1.353988767,932,1.14669919,932,0.6039876342,932,1.07743597,932,0.9648188353,932,0.7344081402,932,1.225750685,932,1.06457305,
931,0.5325167775,931,1.063841343,931,0.8849959373,931,0.4812141657,931,0.9900727868,931,0.9222117662,931,0.8513669968,931,1.353352547,931,1.148019671,931,0.6046168804,931,1.077342153,931,0.9667437673,931,0.7353296876,931,1.225620508,931,1.066369772,
930,0.5321404934,930,1.062832117,930,0.886444211,930,0.4812775254,930,0.9888888001,930,0.9237108827,930,0.8516381383,930,1.352650881,930,1.149344444,930,0.6053507328,930,1.077258468,930,0.9686697125,930,0.7361752987,930,1.225404263,930,1.068287611,
929,0.5326422453,929,1.061239719,929,0.8874441385,929,0.4814723432,929,0.9880663753,929,0.9252622128,929,0.851926446,929,1.351584673,929,1.151136637,929,0.6064476967,929,1.077036023,929,0.9707406759,929,0.7370151877,929,1.225152612,929,1.070196986,
928,0.5330527425,928,1.060414672,928,0.888681531,928,0.4817881882,928,0.987393856,928,0.9269874096,928,0.8528121114,928,1.351374626,928,1.152838945,928,0.6075514555,928,1.076853514,928,0.9728928208,928,0.7379986644,928,1.225308537,928,1.072154045,
